date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:50:49	97105/97105	---M--	200	added ('OK')	text/plain	etag:%2217b51-5256d9e3cc900%22	http://norvig.com/ipython/Fred%20Buns.ipynb	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/ipython/Fred%20Buns.ipynb	(from http://norvig.com/ipython/README.html)
20:51:07	107007/107007	---M--	200	added ('OK')	text/plain	etag:%221a1ff-5025288029e00%22	http://norvig.com/ipython/How%20to%20Do%20Things%20with%20Words.ipynb	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/ipython/How%20to%20Do%20Things%20with%20Words.ipynb	(from http://norvig.com/ipython/README.html)
20:51:27	454931/454931	---M--	200	added ('OK')	text/plain	etag:%226f113-511a183f79140%22	http://norvig.com/ipython/Gesture%20Typing.ipynb	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/ipython/Gesture%20Typing.ipynb	(from http://norvig.com/ipython/README.html)
20:52:08	152093/152093	---M--	200	added ('OK')	text/plain	etag:%222521d-53c7ebf256c80%22	http://norvig.com/ipython/Probability.ipynb	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/ipython/Probability.ipynb	(from http://norvig.com/ipython/README.html)
20:55:21	230/230	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Aug%202017%2012:55:21%20GMT	http://norvig.com/LI2	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/LI2	(from http://norvig.com/index.html)
20:55:36	288/288	---M--	200	added ('OK')	image/jpeg	etag:%22120-4d26b73160840%22	http://norvig.com/o.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/o.jpg	(from http://norvig.com/mayzner.html)
20:55:39	3939/3939	---M--	200	added ('OK')	image/jpeg	etag:%22f63-4d26b73254a80%22	http://norvig.com/y.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/y.jpg	(from http://norvig.com/mayzner.html)
20:55:41	290/290	---M--	200	added ('OK')	image/jpeg	etag:%22122-4d26b73160840%22	http://norvig.com/g.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/g.jpg	(from http://norvig.com/mayzner.html)
20:56:04	298/298	---M--	200	added ('OK')	image/jpeg	etag:%2212a-4d26b72c9bd00%22	http://norvig.com/b.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/b.jpg	(from http://norvig.com/mayzner.html)
20:56:05	271/271	---M--	200	added ('OK')	image/jpeg	etag:%2210f-4d26b73160840%22	http://norvig.com/p.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/p.jpg	(from http://norvig.com/mayzner.html)
20:56:15	932/932	---M--	200	added ('OK')	text/css	etag:%223a4-4cded6eff2200%22	http://norvig.com/cacm-hybrid.css	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/cacm-hybrid.css	(from http://norvig.com/cacm-hybrid.html)
20:56:17	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%2247e-5092c32f9dc80%22	http://norvig.com/Gettysburg/favicon.ico	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/Gettysburg/favicon.ico	(from http://norvig.com/Gettysburg/index.htm)
20:56:17	1436/1436	---M--	200	added ('OK')	text/html	etag:%2259c-3bf3b1dea4500%22	http://norvig.com/Gettysburg/sld001.htm	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/Gettysburg/sld001.html	(from http://norvig.com/Gettysburg/index.htm)
20:56:27	1686/1686	---M--	200	added ('OK')	text/html	etag:%22696-3bf3b1d9df9c0%22	http://norvig.com/Gettysburg/sld002.htm	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/Gettysburg/sld002.html	(from http://norvig.com/Gettysburg/index.htm)
20:59:54	1496/1496	---M--	200	added ('OK')	text/html	etag:%225d8-3bf3b1cc85a40%22	http://norvig.com/Gettysburg/sld005.htm	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/Gettysburg/sld005.html	(from http://norvig.com/Gettysburg/index.htm)
21:02:52	6991/6991	---M--	200	added ('OK')	text/html	etag:%221b4f-53e6a6136f380%22	http://norvig.com/pal3.html	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/pal3.html	(from http://norvig.com/palindrome.html)
21:02:53	7229/7229	---M--	200	added ('OK')	text/html	etag:%221c3d-53e6aa5b34cc0%22	http://norvig.com/pal-alg.html	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/pal-alg.html	(from http://norvig.com/palindrome.html)
21:04:22	9757/9757	---M--	200	added ('OK')	text/html	etag:%22261d-3bf3b2b34fac0%22	http://norvig.com/pal.html	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/pal.html	(from http://norvig.com/palindrome.html)
21:04:39	16794/16794	---M--	200	added ('OK')	text/html	etag:%22419a-46ec3e7b63a00%22	http://norvig.com/Gettysburg/making.html	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/Gettysburg/making.html	(from http://norvig.com/index.html)
21:04:52	4518/4518	---M--	200	added ('OK')	image/jpeg	etag:%2211a6-43eaccd175cc0%22	http://norvig.com/aplan.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/aplan.jpg	(from http://norvig.com/palindrome.html)
21:04:56	2917/2917	---M--	200	added ('OK')	image/jpeg	etag:%22b65-43eacccda53c0%22	http://norvig.com/acaddy.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/acaddy.jpg	(from http://norvig.com/palindrome.html)
21:12:03	5934/5934	---M--	200	added ('OK')	image/jpeg	etag:%22172e-43ead27a17680%22	http://norvig.com/zena.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/zena.jpg	(from http://norvig.com/palindrome.html)
21:14:49	3064/3064	---M--	200	added ('OK')	image/jpeg	etag:%22bf8-43eaff86dffc0%22	http://norvig.com/aplan3.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/aplan3.jpg	(from http://norvig.com/palindrome.html)
21:17:02	1877/1877	---M--	200	added ('OK')	image/jpeg	etag:%22755-43eaff830f6c0%22	http://norvig.com/abait3.jpg	/Users/afa/myFiles/tmp/%e8%a7%a3%e5%86%b3%e6%af%8f%e4%b8%aa%e6%95%b0%e7%8b%ac%e9%9a%be%e9%a2%98/norvig.com/abait3.jpg	(from http://norvig.com/palindrome.html)
