Name
Gobby,0x539 dev group,2005,0.5.0,2014-08-24
Gobby,0x539 dev group,2005,0.5.0,2014-08-24,C++
Gobby,0x539 dev group,2005,0.5.0,2014-08-24,C++,Free
Gobby,0x539 dev group,2005,0.5.0,2014-08-24,C++,Free,GPL
Gobby,0x539 dev group,2005,0.5.0,2014-08-24,C++,Free,GPL,Yes
JED
JED,John E. Davis
JED,John E. Davis,1992
JED,John E. Davis,1992,0.99-19
JED,John E. Davis,1992,0.99-19,2009-12-13
JED,John E. Davis,1992,0.99-19,2009-12-13,C
JED,John E. Davis,1992,0.99-19,2009-12-13,C,Free
JED,John E. Davis,1992,0.99-19,2009-12-13,C,Free,GPL
JED,John E. Davis,1992,0.99-19,2009-12-13,C,Free,GPL,Yes
jEdit
jEdit,Slava Pestov
jEdit,Slava Pestov,1998 (?)
jEdit,Slava Pestov,1998 (?),5.3.0
jEdit,Slava Pestov,1998 (?),5.3.0,2015-10-20
jEdit,Slava Pestov,1998 (?),5.3.0,2015-10-20,Java
jEdit,Slava Pestov,1998 (?),5.3.0,2015-10-20,Java,Free
jEdit,Slava Pestov,1998 (?),5.3.0,2015-10-20,Java,Free,GPL
jEdit,Slava Pestov,1998 (?),5.3.0,2015-10-20,Java,Free,GPL,Yes
JOE
JOE,Joseph Allen
JOE,Joseph Allen,1988
JOE,Joseph Allen,1988,4.4
JOE,Joseph Allen,1988,4.4,2017-01-22
JOE,Joseph Allen,1988,4.4,2017-01-22,C
JOE,Joseph Allen,1988,4.4,2017-01-22,C,Free
JOE,Joseph Allen,1988,4.4,2017-01-22,C,Free,GPL
JOE,Joseph Allen,1988,4.4,2017-01-22,C,Free,GPL,Yes
JOE,Joseph Allen,1988,4.4,2017-01-22,C,Free,GPL,Yes,Yes
JOE,Joseph Allen,1988,4.4,2017-01-22,C,Free,GPL,Yes,Yes,"1,3 MB"
JOVE
JOVE,Johnathon Payne
JOVE,Johnathon Payne,1983
JOVE,Johnathon Payne,1983,4.16
JOVE,Johnathon Payne,1983,4.16,1996-03-19
JOVE,Johnathon Payne,1983,4.16,1996-03-19,C
JOVE,Johnathon Payne,1983,4.16,1996-03-19,C,Free
JOVE,Johnathon Payne,1983,4.16,1996-03-19,C,Free,GPL
JOVE,Johnathon Payne,1983,4.16,1996-03-19,C,Free,GPL,Yes
Kate
Kate,KDE Project
Kate,KDE Project,2000-12
Kate,KDE Project,2000-12,16.12.1
Kate,KDE Project,2000-12,16.12.1,2017-01-12
Kate,KDE Project,2000-12,16.12.1,2017-01-12,C++
Kate,KDE Project,2000-12,16.12.1,2017-01-12,C++,Free
Kate,KDE Project,2000-12,16.12.1,2017-01-12,C++,Free,GPL
Kate,KDE Project,2000-12,16.12.1,2017-01-12,C++,Free,GPL,Yes
KEDIT
KEDIT,"Mansfield Software Group, Inc."
KEDIT,"Mansfield Software Group, Inc.",1983
KEDIT,"Mansfield Software Group, Inc.",1983,1.6.1
KEDIT,"Mansfield Software Group, Inc.",1983,1.6.1,2016-12-05
KEDIT,"Mansfield Software Group, Inc.",1983,1.6.1,2016-12-05,C
KEDIT,"Mansfield Software Group, Inc.",1983,1.6.1,2016-12-05,C,$129
KEDIT,"Mansfield Software Group, Inc.",1983,1.6.1,2016-12-05,C,$129,Proprietary
KEDIT,"Mansfield Software Group, Inc.",1983,1.6.1,2016-12-05,C,$129,Proprietary,No
KEDIT,"Mansfield Software Group, Inc.",1983,1.6.1,2016-12-05,C,$129,Proprietary,No,Yes
KEDIT,"Mansfield Software Group, Inc.",1983,1.6.1,2016-12-05,C,$129,Proprietary,No,Yes,1.1MB
Komodo Edit
Komodo Edit,Activestate
Komodo Edit,Activestate,open-sourced 2007
Komodo Edit,Activestate,open-sourced 2007,10.2.0
Komodo Edit,Activestate,open-sourced 2007,10.2.0,2017-02-27
Komodo Edit,Activestate,open-sourced 2007,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby"
Komodo Edit,Activestate,open-sourced 2007,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",Free
Komodo Edit,Activestate,open-sourced 2007,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",Free,"MPL, GPL, LGPL"
Komodo Edit,Activestate,open-sourced 2007,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",Free,"MPL, GPL, LGPL",Yes
Komodo IDE
Komodo IDE,Activestate
Komodo IDE,Activestate,2001
Komodo IDE,Activestate,2001,10.2.0
Komodo IDE,Activestate,2001,10.2.0,2017-02-27
Komodo IDE,Activestate,2001,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby"
Komodo IDE,Activestate,2001,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",$295
Komodo IDE,Activestate,2001,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",$295,Proprietary
Komodo IDE,Activestate,2001,10.2.0,2017-02-27,"Python, JavaScript, Perl, Tcl, PHP, Ruby",$295,Proprietary,No
KWrite
KWrite,KDE Project
KWrite,KDE Project,2000
KWrite,KDE Project,2000,16.12.1
KWrite,KDE Project,2000,16.12.1,2017-01-12
KWrite,KDE Project,2000,16.12.1,2017-01-12,C++
KWrite,KDE Project,2000,16.12.1,2017-01-12,C++,Free
KWrite,KDE Project,2000,16.12.1,2017-01-12,C++,Free,GPL
KWrite,KDE Project,2000,16.12.1,2017-01-12,C++,Free,GPL,Yes
LE
LE,Alexander V. Lukyanov
LE,Alexander V. Lukyanov,1997
LE,Alexander V. Lukyanov,1997,1.16.3
LE,Alexander V. Lukyanov,1997,1.16.3,2016-06-06
LE,Alexander V. Lukyanov,1997,1.16.3,2016-06-06,C++
LE,Alexander V. Lukyanov,1997,1.16.3,2016-06-06,C++,Free
LE,Alexander V. Lukyanov,1997,1.16.3,2016-06-06,C++,Free,GPL
LE,Alexander V. Lukyanov,1997,1.16.3,2016-06-06,C++,Free,GPL,Yes
Leo
Leo,Edward K. Ream
Leo,Edward K. Ream,1996
Leo,Edward K. Ream,1996,5.4.1-final
Leo,Edward K. Ream,1996,5.4.1-final,2016-10-24
Leo,Edward K. Ream,1996,5.4.1-final,2016-10-24,Python
Leo,Edward K. Ream,1996,5.4.1-final,2016-10-24,Python,Free
Leo,Edward K. Ream,1996,5.4.1-final,2016-10-24,Python,Free,MIT
Leo,Edward K. Ream,1996,5.4.1-final,2016-10-24,Python,Free,MIT,Yes
Light Table
Light Table,Chris Granger
Light Table,Chris Granger,2012
Light Table,Chris Granger,2012,0.7
Light Table,Chris Granger,2012,0.7,2016-01-21
Light Table,Chris Granger,2012,0.7,2016-01-21,ClojureScript
Light Table,Chris Granger,2012,0.7,2016-01-21,ClojureScript,Free
Light Table,Chris Granger,2012,0.7,2016-01-21,ClojureScript,Free,MIT
Light Table,Chris Granger,2012,0.7,2016-01-21,ClojureScript,Free,MIT,Yes
Metapad
Metapad,Alexander Davidson
Metapad,Alexander Davidson,1999
Metapad,Alexander Davidson,1999,3.6
Metapad,Alexander Davidson,1999,3.6,2011-05-28
Metapad,Alexander Davidson,1999,3.6,2011-05-28,C
Metapad,Alexander Davidson,1999,3.6,2011-05-28,C,Free
Metapad,Alexander Davidson,1999,3.6,2011-05-28,C,Free,GPL
Metapad,Alexander Davidson,1999,3.6,2011-05-28,C,Free,GPL,Yes
mg
mg,Dave Conroy
mg,Dave Conroy,1986
mg,Dave Conroy,1986,current
mg,Dave Conroy,1986,current,
mg,Dave Conroy,1986,current,,C
mg,Dave Conroy,1986,current,,C,Free
mg,Dave Conroy,1986,current,,C,Free,Public domain
mg,Dave Conroy,1986,current,,C,Free,Public domain,Yes
MinEd
MinEd,Thomas Wolff
MinEd,Thomas Wolff,1992
MinEd,Thomas Wolff,1992,2015.25
MinEd,Thomas Wolff,1992,2015.25,2015-03-30
MinEd,Thomas Wolff,1992,2015.25,2015-03-30,C
MinEd,Thomas Wolff,1992,2015.25,2015-03-30,C,Free
MinEd,Thomas Wolff,1992,2015.25,2015-03-30,C,Free,GPL
MinEd,Thomas Wolff,1992,2015.25,2015-03-30,C,Free,GPL,Yes
MS-DOS Editor
MS-DOS Editor,Microsoft
MS-DOS Editor,Microsoft,1991
MS-DOS Editor,Microsoft,1991,2.0.026
MS-DOS Editor,Microsoft,1991,2.0.026,
MS-DOS Editor,Microsoft,1991,2.0.026,,
MS-DOS Editor,Microsoft,1991,2.0.026,,,"Bundled with MS-DOS, Microsoft Windows"
MS-DOS Editor,Microsoft,1991,2.0.026,,,"Bundled with MS-DOS, Microsoft Windows",Proprietary
MS-DOS Editor,Microsoft,1991,2.0.026,,,"Bundled with MS-DOS, Microsoft Windows",Proprietary,No
MS-DOS Editor,Microsoft,1991,2.0.026,,,"Bundled with MS-DOS, Microsoft Windows",Proprietary,No,No
Nano
Nano,Chris Allegretta
Nano,Chris Allegretta,1999
Nano,Chris Allegretta,1999,2.8.3
Nano,Chris Allegretta,1999,2.8.3,2017-05-18
Nano,Chris Allegretta,1999,2.8.3,2017-05-18,C
Nano,Chris Allegretta,1999,2.8.3,2017-05-18,C,Free
Nano,Chris Allegretta,1999,2.8.3,2017-05-18,C,Free,GPL
Nano,Chris Allegretta,1999,2.8.3,2017-05-18,C,Free,GPL,Yes
Nano,Chris Allegretta,1999,2.8.3,2017-05-18,C,Free,GPL,Yes,Yes
Nano,Chris Allegretta,1999,2.8.3,2017-05-18,C,Free,GPL,Yes,Yes,"0,6 MB"
ne
ne,"Sebastiano Vigna, Todd Lewis, Daniele Filaretti"
ne,"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993
ne,"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1
ne,"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22
ne,"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22,C
ne,"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22,C,Free
ne,"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22,C,Free,GPL
ne,"Sebastiano Vigna, Todd Lewis, Daniele Filaretti",1993,3.0.1,2015-06-22,C,Free,GPL,Yes
NEdit
NEdit,Mark Edel
NEdit,Mark Edel,1991
NEdit,Mark Edel,1991,5.7
NEdit,Mark Edel,1991,5.7,2017-02-08
NEdit,Mark Edel,1991,5.7,2017-02-08,C
NEdit,Mark Edel,1991,5.7,2017-02-08,C,Free
NEdit,Mark Edel,1991,5.7,2017-02-08,C,Free,GPL
NEdit,Mark Edel,1991,5.7,2017-02-08,C,Free,GPL,Yes
Notepad
Notepad,Microsoft
Notepad,Microsoft,1985
Notepad,Microsoft,1985,6.0
Notepad,Microsoft,1985,6.0,
Notepad,Microsoft,1985,6.0,,MASM (originally)
Notepad,Microsoft,1985,6.0,,MASM (originally),Bundled with Microsoft Windows
Notepad,Microsoft,1985,6.0,,MASM (originally),Bundled with Microsoft Windows,Proprietary
Notepad,Microsoft,1985,6.0,,MASM (originally),Bundled with Microsoft Windows,Proprietary,No
Notepad++
Notepad++,Don Ho
Notepad++,Don Ho,2003-11-25
Notepad++,Don Ho,2003-11-25,7.4.1
Notepad++,Don Ho,2003-11-25,7.4.1,2017-05-03
Notepad++,Don Ho,2003-11-25,7.4.1,2017-05-03,C++
Notepad++,Don Ho,2003-11-25,7.4.1,2017-05-03,C++,Free
Notepad++,Don Ho,2003-11-25,7.4.1,2017-05-03,C++,Free,GPL
Notepad++,Don Ho,2003-11-25,7.4.1,2017-05-03,C++,Free,GPL,Yes
Notepad2
Notepad2,Florian Balmer
Notepad2,Florian Balmer,2004-04
Notepad2,Florian Balmer,2004-04,4.2.25
Notepad2,Florian Balmer,2004-04,4.2.25,2011-05-06
Notepad2,Florian Balmer,2004-04,4.2.25,2011-05-06,C++
Notepad2,Florian Balmer,2004-04,4.2.25,2011-05-06,C++,Free
Notepad2,Florian Balmer,2004-04,4.2.25,2011-05-06,C++,Free,BSD
Notepad2,Florian Balmer,2004-04,4.2.25,2011-05-06,C++,Free,BSD,Yes
NoteTab
NoteTab,"Eric Fookes, Fookes Software"
NoteTab,"Eric Fookes, Fookes Software",1995
NoteTab,"Eric Fookes, Fookes Software",1995,7.2
NoteTab,"Eric Fookes, Fookes Software",1995,7.2,2014-11-04
NoteTab,"Eric Fookes, Fookes Software",1995,7.2,2014-11-04,Object Pascal (Delphi)
NoteTab,"Eric Fookes, Fookes Software",1995,7.2,2014-11-04,Object Pascal (Delphi),"Free, $10 Standard, $20 Pro"
NoteTab,"Eric Fookes, Fookes Software",1995,7.2,2014-11-04,Object Pascal (Delphi),"Free, $10 Standard, $20 Pro",Proprietary
NoteTab,"Eric Fookes, Fookes Software",1995,7.2,2014-11-04,Object Pascal (Delphi),"Free, $10 Standard, $20 Pro",Proprietary,No
nvi
nvi,Keith Bostic
nvi,Keith Bostic,?
nvi,Keith Bostic,?,1.79
nvi,Keith Bostic,?,1.79,
nvi,Keith Bostic,?,1.79,,C
nvi,Keith Bostic,?,1.79,,C,Free
nvi,Keith Bostic,?,1.79,,C,Free,BSD
nvi,Keith Bostic,?,1.79,,C,Free,BSD,Yes
Peppermint
Peppermint,Ioannis Zafeiropoulos
Peppermint,Ioannis Zafeiropoulos,2014
Peppermint,Ioannis Zafeiropoulos,2014,1.4
Peppermint,Ioannis Zafeiropoulos,2014,1.4,2014-12-07
Peppermint,Ioannis Zafeiropoulos,2014,1.4,2014-12-07,"Objective-C, JavaScript"
Peppermint,Ioannis Zafeiropoulos,2014,1.4,2014-12-07,"Objective-C, JavaScript",$14.99
Peppermint,Ioannis Zafeiropoulos,2014,1.4,2014-12-07,"Objective-C, JavaScript",$14.99,Proprietary
Peppermint,Ioannis Zafeiropoulos,2014,1.4,2014-12-07,"Objective-C, JavaScript",$14.99,Proprietary,No
Pico
Pico,University of Washington
Pico,University of Washington,1992
Pico,University of Washington,1992,4.64
Pico,University of Washington,1992,4.64,
Pico,University of Washington,1992,4.64,,C
Pico,University of Washington,1992,4.64,,C,Free
Pico,University of Washington,1992,4.64,,C,Free,AL2
Pico,University of Washington,1992,4.64,,C,Free,AL2,Yes
PolyEdit
PolyEdit,PolySoft Solutions
PolyEdit,PolySoft Solutions,1998
PolyEdit,PolySoft Solutions,1998,5.4
PolyEdit,PolySoft Solutions,1998,5.4,2010-04-07
PolyEdit,PolySoft Solutions,1998,5.4,2010-04-07,
PolyEdit,PolySoft Solutions,1998,5.4,2010-04-07,,$27.95
PolyEdit,PolySoft Solutions,1998,5.4,2010-04-07,,$27.95,Shareware
PolyEdit,PolySoft Solutions,1998,5.4,2010-04-07,,$27.95,Shareware,No
Programmer's Notepad
Programmer's Notepad,Simon Steele
Programmer's Notepad,Simon Steele,1998
Programmer's Notepad,Simon Steele,1998,2.4.2
Programmer's Notepad,Simon Steele,1998,2.4.2,2016-12-02
Programmer's Notepad,Simon Steele,1998,2.4.2,2016-12-02,C++
Programmer's Notepad,Simon Steele,1998,2.4.2,2016-12-02,C++,Free
Programmer's Notepad,Simon Steele,1998,2.4.2,2016-12-02,C++,Free,BSD
Programmer's Notepad,Simon Steele,1998,2.4.2,2016-12-02,C++,Free,BSD,Yes
PSPad
PSPad,Jan Fiala
PSPad,Jan Fiala,2002
PSPad,Jan Fiala,2002,4.6.2
PSPad,Jan Fiala,2002,4.6.2,2017-03-01
PSPad,Jan Fiala,2002,4.6.2,2017-03-01,Object Pascal (Delphi)
PSPad,Jan Fiala,2002,4.6.2,2017-03-01,Object Pascal (Delphi),Free
